"isDisabled","ref","type","baseWeapon","baseMods","supportedAttachments","lootTags","startingLevel","tier","pingCommsAction","fakeAmmoIcon","icon","pickupModel","skinOverride","attachSound","pickupSound_1p","pickupSound_3p","carrySound","pickupString","desc","countPerDrop","inventorySlotCount","netInt","passive","endorsementRef","minPVPCurrency","maxPVPCurrency","scrapValue","droppodRotate","conditional","isDynamic","pretendsToBeBlank","floorSpawnCategory","restrictFromSling","hideFromDeathbox","hideFromBlackMarket","requestCommsAction","cosmeticSkinOverride","brandAsset","collabCharacter"
false,"mp_weapon_semipistol","main_weapon","","dormant_hopup_unshielded_dmg","sight mag barrel hopup","pistol",0,1,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_semipistol_whiteset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l1 laser_sight_l1","sight mag barrel","pistol whiteset",0,1,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_semipistol_blueset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l2 laser_sight_l2","sight mag barrel","pistol blueset",0,2,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_semipistol_purpleset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3","sight mag barrel","pistol purpleset",0,3,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_semipistol_gold","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3 hopup_unshielded_dmg","sight mag barrel hopup","pistol gold",0,4,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,mp_weapon_semipistol_crate,main_weapon,,crate,sight hopup,pistol,0,5,PING_WEAPON_SEMIPISTOL,rui/hud/gametype_icons/survival/sur_ammo_unique,,,0,,survival_loot_pickup_weapon_semipistol,survival_loot_pickup_3p_weapon_semipistol,,,,1,1,,,,0,0,20,false,false,false,false,,false,false,false,,,,
// no dual-wield path on the S3 dedi: false,"mp_weapon_semipistol_crate_akimbo","main_weapon","mp_weapon_semipistol_crate","crate optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3 locked_akimbo hopup_kinetic_loader","sight hopup","pistol",0,5,"PING_WEAPON_SEMIPISTOL","rui/hud/gametype_icons/survival/sur_ammo_unique","","mdl/weapons/p2011/w_p2020_akimbo_loot.rmdl",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_semipistol_akimbo_whiteset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l1 laser_sight_l1 locked_akimbo","sight mag barrel","pistol whiteset",0,1,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_semipistol_akimbo_blueset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l2 laser_sight_l2 locked_akimbo","sight mag barrel","pistol blueset",0,2,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_semipistol_akimbo_purpleset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3 locked_akimbo","sight mag barrel","pistol purpleset",0,3,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_semipistol_akimbo_gold","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3 locked_akimbo hopup_unshielded_dmg","sight mag barrel hopup","pistol gold",0,4,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_autopistol","main_weapon","","","sight mag barrel","pistol",0,1,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_autopistol_crate","main_weapon","","crate optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3 hopup_shield_breaker","sight hopup","pistol",0,5,"PING_WEAPON_AUTOPISTOL","rui/hud/gametype_icons/survival/sur_ammo_unique","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_autopistol_fusion","main_weapon","","","sight mag barrel","pistol",0,1,"PING_WEAPON_AUTOPISTOL_FUSION","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_autopistol_fusion_crate","main_weapon","","crate optic_cq_hcog_classic energy_mag_l3 laser_sight_l3 hopup_turbocharger","sight hopup","pistol",0,5,"PING_WEAPON_AUTOPISTOL_FUSION","rui/hud/gametype_icons/survival/sur_ammo_lstar","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_autopistol_fusion_whiteset","main_weapon","mp_weapon_autopistol_fusion","optic_cq_hcog_classic energy_mag_l1 laser_sight_l1","sight mag barrel","pistol whiteset",0,1,"PING_WEAPON_AUTOPISTOL_FUSION","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_autopistol_fusion_blueset","main_weapon","mp_weapon_autopistol_fusion","optic_cq_hcog_classic energy_mag_l2 laser_sight_l2","sight mag barrel","pistol blueset",0,2,"PING_WEAPON_AUTOPISTOL_FUSION","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_autopistol_fusion_purpleset","main_weapon","mp_weapon_autopistol_fusion","optic_cq_hcog_classic energy_mag_l3 laser_sight_l3","sight mag barrel","pistol purpleset",0,3,"PING_WEAPON_AUTOPISTOL_FUSION","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_autopistol_fusion_gold","main_weapon","mp_weapon_autopistol_fusion","optic_cq_hcog_classic energy_mag_l3 laser_sight_l3 hopup_ultimate_accelerator","sight mag barrel hopup","pistol gold",0,4,"PING_WEAPON_AUTOPISTOL_FUSION","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_autopistol_whiteset","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l1 laser_sight_l1","sight mag barrel","pistol whiteset",0,1,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_autopistol_blueset","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l2 laser_sight_l2","sight mag barrel","pistol blueset",0,2,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_autopistol_purpleset","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3","sight mag barrel","pistol purpleset",0,3,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_autopistol_gold","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3","sight mag barrel","pistol gold",0,4,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_sentinel","main_weapon","","","sight mag grip","sniper",0,1,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_sentinel_crate","main_weapon","","crate optic_sniper_threat sniper_mag_l3 stock_sniper_l3","sight","sniper",0,5,"PING_WEAPON_SENTINEL","rui/hud/gametype_icons/survival/sur_ammo_kraber","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_sentinel_whiteset","main_weapon","mp_weapon_sentinel","optic_cq_hcog_bruiser sniper_mag_l1 stock_sniper_l1","sight mag grip","sniper whiteset",0,1,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_sentinel_blueset","main_weapon","mp_weapon_sentinel","optic_sniper sniper_mag_l2 stock_sniper_l2","sight mag grip","sniper blueset",0,2,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_sentinel_purpleset","main_weapon","mp_weapon_sentinel","optic_sniper_variable sniper_mag_l3 stock_sniper_l3","sight mag grip","sniper purpleset",0,3,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_sentinel_gold","main_weapon","mp_weapon_sentinel","optic_sniper_threat sniper_mag_l3 stock_sniper_l3 hopup_ultimate_accelerator","sight mag grip hopup","sniper gold",0,4,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
// mdl/weapons/epg is absent and S21 has no mdl/error.rmdl to fall back on: false,"mp_weapon_epg","main_weapon","","crate","","launcher event_weapon",0,5,"PING_WEAPON_EPG","rui/hud/gametype_icons/survival/sur_ammo_epg","","",0,"","survival_loot_pickup_weapon_mastiff","survival_loot_pickup_3p_weapon_mastiff","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
// mdl/weapons/epg is absent and S21 has no mdl/error.rmdl to fall back on: false,"mp_weapon_epg_tethered","main_weapon","","","","launcher event_weapon",0,5,"PING_WEAPON_EPG","rui/hud/gametype_icons/survival/sur_ammo_epg","","",0,"","survival_loot_pickup_weapon_mastiff","survival_loot_pickup_3p_weapon_mastiff","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_bow","main_weapon","","","sight grip","marksman",0,1,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_arrows","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_bow_crate","main_weapon","","crate optic_ranged_hcog stock_sniper_l3","sight","marksman",0,5,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_bocek","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_bow_cupid","main_weapon","mp_weapon_bow","crate optic_ranged_hcog cupid","sight","marksman event_weapon",0,5,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_bocek","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",60,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_bow_whiteset","main_weapon","mp_weapon_bow","optic_cq_hcog_classic stock_sniper_l1","sight grip","marksman whiteset",0,1,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_arrows","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_bow_blueset","main_weapon","mp_weapon_bow","optic_cq_hcog_bruiser stock_sniper_l2","sight grip","marksman blueset",0,2,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_arrows","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_bow_purpleset","main_weapon","mp_weapon_bow","optic_ranged_hcog stock_sniper_l3","sight grip","marksman purpleset",0,3,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_arrows","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_bow_gold","main_weapon","mp_weapon_bow","optic_ranged_hcog stock_sniper_l3","sight grip hopup","marksman gold",0,4,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_arrows","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,true,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_3030_crate","main_weapon","","crate optic_ranged_hcog highcal_mag_l3 stock_sniper_l3 hopup_shatter_rounds segmented_speed_load altfire_shatter","sight hopup","marksman",0,5,"PING_WEAPON_3030","rui/hud/gametype_icons/survival/sur_ammo_heavy","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_3030","main_weapon","","","sight mag grip","marksman",0,1,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_3030_whiteset","main_weapon","mp_weapon_3030","optic_cq_hcog_classic highcal_mag_l1 stock_sniper_l1","sight mag grip","marksman whiteset",0,1,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_3030_blueset","main_weapon","mp_weapon_3030","optic_cq_hcog_bruiser highcal_mag_l2 stock_sniper_l2","sight mag grip","marksman blueset",0,2,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_3030_purpleset","main_weapon","mp_weapon_3030","optic_ranged_aog_variable highcal_mag_l3 stock_sniper_l3","sight mag grip","marksman purpleset",0,3,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_3030_gold","main_weapon","mp_weapon_3030","optic_ranged_aog_variable highcal_mag_l3 stock_sniper_l3 hopup_ultimate_accelerator","sight mag grip hopup","marksman gold",0,4,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_nemesis","main_weapon","","dormant_hopup_turbocharger","sight mag barrel grip hopup","assault",0,1,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_nemesis_crate","main_weapon","","crate optic_cq_hcog_bruiser energy_mag_l3 barrel_stabilizer_l3 stock_tactical_l3 hopup_turbocharger","sight hopup","assault",0,5,"PING_WEAPON_NEMESIS","rui/hud/gametype_icons/survival/sur_ammo_lstar","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_nemesis_whiteset","main_weapon","mp_weapon_nemesis","optic_cq_hcog_classic energy_mag_l1 barrel_stabilizer_l1 stock_tactical_l1","sight mag barrel grip","assault whiteset",0,1,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_nemesis_blueset","main_weapon","mp_weapon_nemesis","optic_cq_hcog_bruiser energy_mag_l2 barrel_stabilizer_l2 stock_tactical_l2","sight mag barrel grip","assault blueset",0,2,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_nemesis_purpleset","main_weapon","mp_weapon_nemesis","optic_cq_hcog_bruiser energy_mag_l3 barrel_stabilizer_l3 stock_tactical_l3","sight mag barrel grip","assault purpleset",0,3,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_nemesis_gold","main_weapon","mp_weapon_nemesis","optic_cq_hcog_bruiser energy_mag_l3 barrel_stabilizer_l3 stock_tactical_l3 hopup_turbocharger","sight mag barrel grip hopup","assault gold",0,4,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"bullet","ammo","","","","",0,1,"PING_AMMO_BULLET","","rui/hud/gametype_icons/survival/sur_ammo_bullet","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_sc.rmdl",0,"","survival_loot_pickup_LightAmmo","survival_loot_pickup_3p_LightAmmo","","#SURVIVAL_PICKUP_BULLETS","#SURVIVAL_PICKUP_BULLETS_HINT",20,60,"","","",0,0,0,false,false,false,false,"",false,false,false,"INVENTORY_NEED_AMMO_BULLET","","",""
true,special,ammo,,,,,0,1,PING_AMMO_SPECIAL,,rui/hud/gametype_icons/survival/sur_ammo_special,mdl/weapons_r5/loot/_master/w_loot_wep_ammo_nrg.rmdl,0,,survival_loot_pickup_EnergyPack,survival_loot_pickup_3p_EnergyPack,,#SURVIVAL_PICKUP_SPECIAL,#SURVIVAL_PICKUP_SPECIAL_HINT,18,54,,,,0,0,0,false,false,false,false,,false,false,false,INVENTORY_NEED_AMMO_SPECIAL,,,
false,"shotgun","ammo","","","","",0,1,"PING_AMMO_SHOTGUN","","rui/hud/gametype_icons/survival/sur_ammo_shotgun","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_shg.rmdl",0,"","survival_loot_pickup_ShotgunShells","survival_loot_pickup_3p_ShotgunShells","","#SURVIVAL_PICKUP_SHOTGUN","#SURVIVAL_PICKUP_SHOTGUN_HINT",10,20,"","","",0,0,0,false,false,false,false,"",false,false,false,"INVENTORY_NEED_AMMO_SHOTGUN","","",""
false,"highcal","ammo","","","","",0,1,"PING_AMMO_HIGHCAL","","rui/hud/gametype_icons/survival/sur_ammo_bullet_large","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_hc.rmdl",0,"","survival_loot_pickup_HeavyAmmo","survival_loot_pickup_3p_HeavyAmmo","","#SURVIVAL_PICKUP_BULLETS_LARGE","#SURVIVAL_PICKUP_BULLETS_LARGE_HINT",20,60,"","","",0,0,0,false,false,false,false,"",false,false,false,"INVENTORY_NEED_AMMO_HIGHCAL","","",""
false,"sniper","ammo","","","","",0,1,"PING_AMMO_SNIPER","","rui/hud/gametype_icons/survival/sur_ammo_sniper","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_sniper.rmdl",0,"","survival_loot_pickup_sniper","survival_loot_pickup_3p_sniper","","#SURVIVAL_PICKUP_SNIPER","#SURVIVAL_PICKUP_SNIPER_HINT",14,28,"","","",0,0,0,false,false,false,false,"",false,false,false,"INVENTORY_NEED_AMMO_SNIPER","","",""
true,"arrows","ammo","","","","",0,1,"PING_AMMO_ARROWS","","rui/hud/gametype_icons/survival/sur_ammo_arrows","mdl/weapons_r5/loot/_master/w_loot_wep_arrows_mn.rmdl",0,"","survival_loot_pickup_arrows","survival_loot_pickup_3p_arrows","","#SURVIVAL_PICKUP_ARROWS","#SURVIVAL_PICKUP_ARROWS_HINT",16,32,"","","",0,0,0,false,false,false,false,"",false,true,true,"INVENTORY_NEED_AMMO_ARROWS","","",""
false,"arrowsBundle","custom_pickup","","","","",0,1,"PING_AMMO_ARROWS_BUNDLE","","rui/hud/gametype_icons/survival/sur_ammo_arrows","mdl/weapons_r5/loot/_master/w_loot_wep_arrows_mn.rmdl",0,"","survival_loot_pickup_arrows","survival_loot_pickup_3p_arrows","","#SURVIVAL_PICKUP_ARROWS_BUNDLE","#SURVIVAL_PICKUP_ARROWS_BUNDLE_HINT",1,1,"","","",0,0,0,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_dragon_lmg","main_weapon","","","sight barrel grip mag","lmg",0,1,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_dragon_lmg_crate","main_weapon","","crate optic_cq_hcog_bruiser highcal_mag_l3 barrel_stabilizer_l3 stock_tactical_l3 hopup_gunshield","sight hopup","lmg",0,5,"PING_WEAPON_DRAGON","rui/hud/gametype_icons/survival/sur_ammo_heavy","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_dragon_lmg_whiteset","main_weapon","mp_weapon_dragon_lmg","optic_cq_hcog_classic barrel_stabilizer_l1 stock_tactical_l1 highcal_mag_l1","sight barrel grip mag","lmg whiteset",0,1,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_dragon_lmg_blueset","main_weapon","mp_weapon_dragon_lmg","optic_cq_hcog_bruiser barrel_stabilizer_l2 stock_tactical_l2 highcal_mag_l2","sight barrel grip mag","lmg blueset",0,2,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_dragon_lmg_purpleset","main_weapon","mp_weapon_dragon_lmg","optic_cq_hcog_bruiser barrel_stabilizer_l3 stock_tactical_l3 highcal_mag_l3","sight barrel grip mag","lmg purpleset",0,3,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_dragon_lmg_gold","main_weapon","mp_weapon_dragon_lmg","optic_cq_hcog_bruiser highcal_mag_l3 barrel_stabilizer_l3 stock_tactical_l3 hopup_ultimate_accelerator","sight barrel grip mag hopup","lmg gold",0,4,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_car","main_weapon","","","sight mag barrel grip","smg",0,1,"PING_WEAPON_CAR","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_car_crate","main_weapon","","crate optic_cq_hcog_classic highcal_mag_l3 stock_tactical_l3 laser_sight_l3 hopup_car_crate","sight hopup","smg",0,5,"PING_WEAPON_CAR","rui/hud/gametype_icons/survival/sur_ammo_heavy","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_car_whiteset","main_weapon","mp_weapon_car","optic_cq_hcog_classic highcal_mag_l1 stock_tactical_l1 laser_sight_l1","sight mag barrel grip","smg whiteset",0,1,"PING_WEAPON_CAR","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_car_blueset","main_weapon","mp_weapon_car","optic_cq_hcog_classic highcal_mag_l2 stock_tactical_l2 laser_sight_l2","sight mag barrel grip","smg blueset",0,2,"PING_WEAPON_CAR","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_car_purpleset","main_weapon","mp_weapon_car","optic_cq_hcog_classic highcal_mag_l3 stock_tactical_l3 laser_sight_l3","sight mag barrel grip","smg purpleset",0,3,"PING_WEAPON_CAR","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
